order_id,user_id,age_stage,category,amount,city_tier,order_date
O00000385,U000747,6-12月,服饰,141.52,一线城市,2010-01-01
O00000386,U005086,0-3月,奶粉,1537.96,二线城市,2010-06-16
O00000387,U004880,1-3岁,奶粉,1569.23,一线城市,2010-03-25
O00000388,U003408,0-3月,纸尿裤,96.42,三线及以下,2010-06-03
O00000389,U002018,3-6月,纸尿裤,100.4,二线城市,2010-05-20
O00000390,U003361,孕期囤货,婴儿车,2161.32,二线城市,2010-03-02
O00000391,U005955,6-12月,辅食,199.28,一线城市,2010-01-02
O00000392,U004630,6-12月,奶粉,1303.44,二线城市,2010-12-23
O00000393,U003656,3-6月,辅食,362.6,一线城市,2010-03-05
O00000394,U002952,3-6岁,安全座椅,1410.11,三线及以下,2010-02-10
O00000395,U003874,1-3岁,纸尿裤,204.3,一线城市,2010-03-18
O00000396,U001372,3-6岁,玩具,178.14,一线城市,2010-10-27
O00000397,U003250,1-3岁,辅食,229.71,三线及以下,2010-11-12
O00000398,U005794,3-6月,服饰,104.14,二线城市,2010-08-05
O00000399,U005699,0-3月,营养品,419.2,一线城市,2010-03-25
O00000400,U004070,孕期囤货,纸尿裤,237.58,三线及以下,2010-12-19
O00000401,U000057,3-6月,纸尿裤,538.73,一线城市,2010-09-06
O00000402,U005607,1-3岁,玩具,131.65,二线城市,2010-03-21
O00000403,U001645,3-6岁,玩具,173.74,三线及以下,2010-11-17
O00000404,U001263,0-3月,奶粉,713.34,二线城市,2010-01-06
O00000405,U005571,0-3月,洗护用品,152.18,一线城市,2010-06-01
O00000406,U003065,3-6月,奶粉,449.25,三线及以下,2010-12-03
O00000407,U002668,0-3月,纸尿裤,371.1,二线城市,2010-01-11
O00000408,U000467,孕期囤货,安全座椅,1716.83,三线及以下,2010-09-10
O00000409,U001275,0-3月,服饰,116.43,三线及以下,2010-11-14
O00000410,U004304,3-6月,纸尿裤,311.53,三线及以下,2010-01-06
O00000411,U000868,6-12月,纸尿裤,801.46,三线及以下,2010-04-25
O00000412,U000354,6-12月,奶粉,1758.77,二线城市,2010-05-07
O00000413,U002033,1-3岁,纸尿裤,540.45,二线城市,2010-02-02
O00000414,U003549,1-3岁,服饰,83.61,三线及以下,2010-09-15
O00000415,U003983,3-6岁,安全座椅,2384.7,二线城市,2010-08-04
O00000416,U000216,6-12月,辅食,422.74,二线城市,2010-02-02
O00000417,U002104,3-6岁,玩具,179.2,二线城市,2010-11-07
O00000418,U000876,0-3月,奶粉,279.15,三线及以下,2010-09-06
O00000419,U002405,6-12月,纸尿裤,208.5,三线及以下,2010-08-23
O00000420,U005480,1-3岁,纸尿裤,128.48,三线及以下,2010-08-04
O00000421,U000575,孕期囤货,儿童安全床,1151.02,三线及以下,2010-08-14
O00000422,U000121,3-6岁,玩具,245.86,二线城市,2010-06-01
O00000423,U000102,3-6岁,服饰,74.95,三线及以下,2010-02-02
O00000424,U002052,3-6月,服饰,108.92,三线及以下,2010-05-01
O00000425,U003906,3-6月,奶粉,1262.89,二线城市,2010-07-05
O00000426,U002861,孕期囤货,婴儿车,1468.01,三线及以下,2010-02-04
O00000427,U001328,3-6月,纸尿裤,1219.72,一线城市,2010-03-28
O00000428,U001424,3-6岁,服饰,92.82,三线及以下,2010-01-28
O00000429,U001179,3-6岁,玩具,118.22,三线及以下,2010-11-09
O00000430,U004104,孕期囤货,儿童安全床,2898.07,二线城市,2010-04-26
O00000431,U002193,孕期囤货,营养品,658.38,二线城市,2010-10-13
O00000432,U005559,0-3月,洗护用品,82.37,三线及以下,2010-02-02
O00000433,U005091,3-6月,洗护用品,79.55,一线城市,2010-07-05
O00000434,U005273,3-6月,纸尿裤,580.0,二线城市,2010-11-21
O00000435,U003625,孕期囤货,儿童安全床,2591.12,三线及以下,2010-10-13
O00000436,U000746,3-6岁,服饰,92.81,三线及以下,2010-02-09
O00000437,U002883,孕期囤货,服饰,184.86,一线城市,2010-04-05
O00000438,U003882,孕期囤货,纸尿裤,557.08,二线城市,2010-09-20
O00000439,U002621,6-12月,洗护用品,89.81,三线及以下,2010-11-24
O00000440,U001992,3-6月,服饰,194.04,二线城市,2010-11-13
O00000441,U003501,0-3月,奶粉,1471.35,三线及以下,2010-11-22
O00000442,U003842,1-3岁,纸尿裤,497.34,三线及以下,2010-08-24
O00000443,U002165,0-3月,纸尿裤,340.78,一线城市,2010-08-27
O00000444,U003053,孕期囤货,待产包,378.45,三线及以下,2010-10-19
O00000445,U001592,1-3岁,玩具,196.39,二线城市,2010-08-07
O00000446,U005268,1-3岁,纸尿裤,123.14,三线及以下,2010-07-01
O00000447,U003235,3-6月,服饰,80.67,三线及以下,2010-09-12
O00000448,U005344,1-3岁,辅食,163.51,三线及以下,2010-04-20
O00000449,U002736,1-3岁,辅食,213.2,三线及以下,2010-01-13
O00000450,U002997,孕期囤货,婴儿车,1267.11,三线及以下,2010-05-21
O00000451,U001703,3-6岁,服饰,93.98,三线及以下,2010-07-08
O00000452,U004139,6-12月,玩具,225.22,二线城市,2010-03-19
O00000453,U001042,0-3月,服饰,101.71,二线城市,2010-05-26
O00000454,U000369,1-3岁,纸尿裤,623.33,二线城市,2010-12-22
O00000455,U001076,0-3月,纸尿裤,182.68,三线及以下,2010-10-23
O00000456,U002211,3-6月,奶粉,216.84,三线及以下,2010-01-17
O00000457,U003391,1-3岁,服饰,89.75,二线城市,2010-10-23
O00000458,U003777,3-6岁,安全座椅,2571.92,一线城市,2010-05-23
O00000459,U000368,6-12月,玩具,230.26,一线城市,2010-04-08
O00000460,U004631,3-6月,奶粉,280.36,二线城市,2010-11-05
O00000461,U002860,6-12月,服饰,149.65,二线城市,2010-07-25
O00000462,U003787,3-6岁,服饰,153.41,一线城市,2010-01-11
O00000463,U004459,孕期囤货,婴儿车,1322.09,三线及以下,2010-11-21
O00000464,U004346,0-3月,奶粉,593.73,三线及以下,2010-07-24
O00000465,U003557,0-3月,服饰,156.25,一线城市,2010-08-22
O00000466,U000426,0-3月,服饰,123.39,一线城市,2010-09-03
O00000467,U005792,6-12月,玩具,220.66,一线城市,2010-08-07
O00000468,U001161,1-3岁,辅食,392.27,二线城市,2010-08-26
O00000469,U001166,孕期囤货,洗护用品,88.13,二线城市,2010-07-05
O00000470,U003685,1-3岁,服饰,108.18,三线及以下,2010-05-01
O00000471,U003791,孕期囤货,婴儿车,2006.13,二线城市,2010-07-20
O00000472,U001387,3-6月,奶粉,857.54,一线城市,2010-11-22
O00000473,U003414,6-12月,玩具,116.46,二线城市,2010-04-04
O00000474,U003435,1-3岁,奶粉,1177.14,三线及以下,2010-03-12
O00000475,U005461,1-3岁,辅食,451.95,一线城市,2010-10-07
O00000476,U005305,0-3月,奶粉,371.59,三线及以下,2010-03-15
O00000477,U005811,1-3岁,服饰,139.2,二线城市,2010-03-21
O00000478,U003117,6-12月,辅食,99.54,一线城市,2010-01-19
O00000479,U001222,孕期囤货,待产包,405.55,三线及以下,2010-09-26
O00000480,U004122,0-3月,奶粉,1087.53,三线及以下,2010-05-07
O00000481,U004645,3-6月,玩具,205.3,一线城市,2010-06-24
O00000482,U003173,3-6岁,玩具,219.02,二线城市,2010-04-15
O00000483,U002069,0-3月,奶粉,1693.05,二线城市,2010-07-03
O00000484,U000851,0-3月,营养品,1156.55,一线城市,2010-01-27
O00000485,U000164,3-6岁,辅食,110.95,一线城市,2010-09-21
O00000486,U000576,3-6岁,服饰,122.92,二线城市,2010-12-20
O00000487,U002012,0-3月,服饰,131.36,二线城市,2010-07-06
O00000488,U003149,孕期囤货,营养品,193.16,二线城市,2010-07-05
O00000489,U002759,3-6岁,营养品,726.51,一线城市,2010-01-04
O00000490,U001525,3-6岁,服饰,167.69,二线城市,2010-05-05
O00000491,U000895,1-3岁,辅食,54.82,三线及以下,2010-12-14
O00000492,U002639,1-3岁,洗护用品,96.07,一线城市,2010-10-15
O00000493,U001913,3-6岁,奶粉,1026.13,三线及以下,2010-10-27
O00000494,U004138,3-6岁,玩具,136.92,二线城市,2010-02-22
O00000495,U002719,孕期囤货,待产包,615.14,三线及以下,2010-04-23
O00000496,U000031,3-6岁,辅食,142.93,三线及以下,2010-05-06
O00000497,U004937,3-6岁,洗护用品,142.44,二线城市,2010-07-07
O00000498,U005817,3-6月,纸尿裤,1191.06,一线城市,2010-09-19
O00000499,U004601,0-3月,纸尿裤,293.31,一线城市,2010-05-22
O00000500,U005736,孕期囤货,待产包,1037.98,二线城市,2010-08-16
O00000501,U005436,1-3岁,纸尿裤,251.05,二线城市,2010-01-17
O00000502,U003158,3-6岁,服饰,137.25,二线城市,2010-08-10
O00000503,U001673,6-12月,服饰,117.69,二线城市,2010-03-22
O00000504,U002110,6-12月,服饰,123.7,二线城市,2010-10-23
O00000505,U001712,3-6岁,玩具,115.97,三线及以下,2010-12-25
O00000506,U003001,1-3岁,辅食,354.95,二线城市,2010-09-27
O00000507,U003518,3-6岁,安全座椅,2958.98,一线城市,2010-02-23
O00000508,U002715,0-3月,纸尿裤,166.61,三线及以下,2010-07-16
O00000509,U004619,3-6岁,洗护用品,78.03,三线及以下,2010-05-10
O00000510,U004647,6-12月,纸尿裤,204.52,三线及以下,2010-04-14
O00000511,U003972,孕期囤货,儿童安全床,3792.45,一线城市,2010-02-09
O00000512,U000112,6-12月,纸尿裤,577.5,一线城市,2010-09-13
O00000513,U002793,6-12月,纸尿裤,407.92,三线及以下,2010-11-13
O00000514,U003258,3-6月,洗护用品,109.31,一线城市,2010-02-09
O00000515,U005817,3-6月,纸尿裤,741.23,一线城市,2010-09-05
O00000516,U000005,3-6月,奶粉,780.46,三线及以下,2010-09-18
O00000517,U002093,0-3月,纸尿裤,232.61,二线城市,2010-01-18
O00000518,U000242,1-3岁,玩具,154.75,二线城市,2010-04-27
O00000519,U002667,孕期囤货,婴儿车,1375.61,三线及以下,2010-02-09
O00000520,U003024,孕期囤货,玩具,146.8,二线城市,2010-07-17
O00000521,U003271,1-3岁,玩具,210.38,一线城市,2010-06-20
O00000522,U002704,1-3岁,洗护用品,110.24,二线城市,2010-04-06
O00000523,U004973,3-6岁,玩具,222.87,二线城市,2010-03-03
O00000524,U000463,6-12月,奶粉,313.53,二线城市,2010-06-14
O00000525,U001010,孕期囤货,婴儿车,1424.2,三线及以下,2010-05-18
O00000526,U003875,孕期囤货,儿童安全床,2618.84,二线城市,2010-10-24
O00000527,U004653,3-6岁,服饰,84.72,三线及以下,2010-06-14
O00000528,U005789,3-6月,辅食,288.09,三线及以下,2010-08-17
O00000529,U004973,3-6岁,服饰,116.13,二线城市,2010-06-13
O00000530,U003128,0-3月,纸尿裤,505.51,一线城市,2010-07-07
O00000531,U001582,3-6岁,营养品,277.57,三线及以下,2010-02-11
O00000532,U003972,孕期囤货,营养品,187.48,一线城市,2010-09-19
O00000533,U004941,孕期囤货,营养品,285.67,三线及以下,2010-04-27
O00000534,U000445,孕期囤货,待产包,314.11,三线及以下,2010-02-02
O00000535,U000331,0-3月,纸尿裤,565.19,一线城市,2010-04-14
O00000536,U002865,0-3月,服饰,139.01,二线城市,2010-04-12
O00000537,U001271,0-3月,服饰,119.6,二线城市,2010-07-15
O00000538,U002002,孕期囤货,待产包,311.57,三线及以下,2010-04-23
O00000539,U002260,1-3岁,玩具,144.54,二线城市,2010-01-14
O00000540,U005721,孕期囤货,营养品,352.54,三线及以下,2010-08-16
O00000541,U002304,6-12月,洗护用品,114.87,一线城市,2010-12-23
O00000542,U000847,1-3岁,洗护用品,107.55,一线城市,2010-02-19
O00000543,U000201,0-3月,玩具,132.58,三线及以下,2010-01-13
O00000544,U002918,3-6岁,玩具,238.06,一线城市,2010-04-26
O00000545,U002010,孕期囤货,服饰,142.65,二线城市,2010-06-22
O00000546,U002493,1-3岁,辅食,266.95,二线城市,2010-06-05
O00000547,U005483,1-3岁,营养品,818.64,二线城市,2010-04-22
O00000548,U005309,0-3月,纸尿裤,498.13,一线城市,2010-03-07
O00000549,U000633,孕期囤货,服饰,81.7,三线及以下,2010-05-10
O00000550,U003391,1-3岁,纸尿裤,430.42,二线城市,2010-03-28
O00000551,U005016,3-6岁,服饰,82.1,三线及以下,2010-10-25
O00000552,U001062,3-6月,奶粉,995.17,二线城市,2010-05-16
O00000553,U003398,0-3月,纸尿裤,350.6,二线城市,2010-09-24
O00000554,U004463,6-12月,辅食,103.12,一线城市,2010-09-13
O00000555,U003428,3-6岁,玩具,171.7,二线城市,2010-09-09
O00000556,U002114,0-3月,奶粉,890.28,二线城市,2010-08-12
O00000557,U004917,3-6月,奶粉,441.18,三线及以下,2010-06-10
O00000558,U004621,6-12月,服饰,132.23,三线及以下,2010-10-14
O00000559,U004602,3-6岁,洗护用品,116.18,二线城市,2010-12-05
O00000560,U001396,1-3岁,玩具,119.08,三线及以下,2010-02-26
O00000561,U002932,孕期囤货,服饰,106.63,三线及以下,2010-07-05
O00000562,U003087,3-6月,纸尿裤,378.25,二线城市,2010-10-15
O00000563,U000920,1-3岁,服饰,116.54,三线及以下,2010-11-01
O00000564,U004585,3-6月,玩具,332.63,一线城市,2010-10-09
O00000565,U003589,孕期囤货,儿童安全床,4635.1,二线城市,2010-03-08
O00000566,U001024,孕期囤货,婴儿车,2178.12,一线城市,2010-04-19
O00000567,U001584,3-6岁,玩具,178.11,二线城市,2010-08-05
O00000568,U000316,3-6月,奶粉,849.73,三线及以下,2010-01-25
O00000569,U005259,3-6月,奶粉,210.52,三线及以下,2010-11-22
O00000570,U003020,0-3月,奶粉,579.39,三线及以下,2010-04-08
O00000571,U001797,孕期囤货,营养品,156.89,三线及以下,2010-08-03
O00000572,U002922,3-6岁,服饰,94.42,三线及以下,2010-10-23
O00000573,U000073,孕期囤货,服饰,99.52,三线及以下,2010-07-02
O00000574,U001725,3-6岁,服饰,50.24,三线及以下,2010-06-03
O00000575,U003133,3-6月,纸尿裤,121.59,二线城市,2010-09-09
O00000576,U001258,3-6月,玩具,331.13,一线城市,2010-12-25
O00000577,U002741,1-3岁,辅食,492.27,一线城市,2010-07-06
O00000578,U005500,1-3岁,奶粉,1100.8,三线及以下,2010-12-01
O00000579,U001054,0-3月,洗护用品,92.48,三线及以下,2010-02-13
O00000580,U000533,6-12月,纸尿裤,263.69,二线城市,2010-12-25
O00000581,U002297,1-3岁,服饰,116.06,三线及以下,2010-07-06
O00000582,U002754,3-6岁,玩具,99.97,三线及以下,2010-07-12
O00000583,U003198,孕期囤货,洗护用品,111.8,一线城市,2010-01-25
O00000584,U005386,6-12月,纸尿裤,504.91,二线城市,2010-11-26
O00000585,U001480,1-3岁,玩具,198.39,二线城市,2010-07-23
O00000586,U000389,0-3月,奶粉,1883.85,一线城市,2010-06-17
O00000587,U005323,6-12月,纸尿裤,257.83,二线城市,2010-02-23
O00000588,U005981,3-6岁,服饰,103.23,三线及以下,2010-04-09
O00000589,U001938,6-12月,纸尿裤,187.21,一线城市,2010-07-19
O00000590,U005812,3-6岁,服饰,115.0,三线及以下,2010-03-08
O00000591,U002167,3-6月,纸尿裤,506.13,二线城市,2010-01-13
O00000592,U005245,6-12月,辅食,205.97,三线及以下,2010-01-14
O00000593,U002635,孕期囤货,待产包,378.26,三线及以下,2010-10-09
O00000594,U000269,6-12月,纸尿裤,116.48,二线城市,2010-07-20
O00000595,U000367,1-3岁,玩具,155.99,三线及以下,2010-03-14
O00000596,U004159,6-12月,纸尿裤,240.17,三线及以下,2010-10-02
O00000597,U003755,0-3月,玩具,152.42,三线及以下,2010-01-21
O00000598,U000586,1-3岁,纸尿裤,212.86,一线城市,2010-05-08
O00000599,U005382,1-3岁,服饰,94.47,二线城市,2010-02-17
O00000600,U000757,3-6岁,服饰,272.98,一线城市,2010-10-26
O00000601,U005933,1-3岁,玩具,93.27,三线及以下,2010-08-06
O00000602,U003191,3-6月,玩具,253.83,一线城市,2010-12-15
O00000603,U004625,3-6岁,服饰,132.18,三线及以下,2010-07-01
O00000604,U004454,0-3月,纸尿裤,660.27,三线及以下,2010-11-21
O00000605,U000046,3-6岁,营养品,427.28,一线城市,2010-08-01
O00000606,U003361,孕期囤货,营养品,140.62,二线城市,2010-01-01
O00000607,U002271,0-3月,奶粉,328.48,三线及以下,2010-08-18
O00000608,U004711,孕期囤货,待产包,967.97,一线城市,2010-11-24
O00000609,U002234,6-12月,纸尿裤,98.65,二线城市,2010-11-26
O00000610,U005800,0-3月,奶粉,935.9,三线及以下,2010-02-22
O00000611,U005135,3-6岁,服饰,160.87,三线及以下,2010-06-06
O00000612,U003358,3-6月,奶粉,828.99,三线及以下,2010-07-19
O00000613,U004644,3-6岁,洗护用品,121.12,二线城市,2010-04-05
O00000614,U000666,0-3月,奶粉,692.78,二线城市,2010-12-02
O00000615,U001315,1-3岁,辅食,97.66,二线城市,2010-04-03
O00000616,U004043,3-6岁,玩具,118.12,三线及以下,2010-10-24
O00000617,U001359,6-12月,辅食,451.46,一线城市,2010-03-12
O00000618,U003822,3-6岁,安全座椅,3605.25,一线城市,2010-11-26
O00000619,U002422,0-3月,纸尿裤,606.54,三线及以下,2010-02-23
O00000620,U001767,3-6月,玩具,144.46,二线城市,2010-04-08
O00000621,U004899,3-6岁,服饰,157.69,二线城市,2010-01-11
O00000622,U005301,0-3月,纸尿裤,729.43,三线及以下,2010-01-28
O00000623,U004677,3-6月,奶粉,366.51,三线及以下,2010-02-08
O00000624,U002961,孕期囤货,待产包,900.57,二线城市,2010-12-23
O00000625,U003672,3-6月,奶粉,569.57,三线及以下,2010-01-17
O00000626,U004563,0-3月,洗护用品,85.28,三线及以下,2010-07-03
O00000627,U005517,6-12月,奶粉,1680.93,一线城市,2010-06-28
O00000628,U002279,1-3岁,纸尿裤,153.96,一线城市,2010-02-06
O00000629,U003527,1-3岁,辅食,111.78,三线及以下,2010-04-14
O00000630,U004303,3-6岁,玩具,155.28,三线及以下,2010-05-26
O00000631,U000441,1-3岁,辅食,214.49,三线及以下,2010-10-19
O00000632,U004577,0-3月,营养品,389.35,三线及以下,2010-05-01
O00000633,U003485,0-3月,纸尿裤,801.59,一线城市,2010-10-17
O00000634,U005956,1-3岁,营养品,1259.92,一线城市,2010-05-24
O00000635,U003129,3-6月,奶粉,1407.8,一线城市,2010-07-17
O00000636,U003749,3-6岁,营养品,402.96,三线及以下,2010-02-17
O00000637,U001838,孕期囤货,服饰,159.65,二线城市,2010-02-23
O00000638,U004205,0-3月,奶粉,1049.81,一线城市,2010-08-17
O00000639,U005980,孕期囤货,洗护用品,94.14,二线城市,2010-02-20
O00000640,U001805,1-3岁,玩具,134.91,二线城市,2010-04-09
O00000641,U001649,1-3岁,纸尿裤,920.96,一线城市,2010-05-03
O00000642,U003284,孕期囤货,洗护用品,146.69,一线城市,2010-04-05
O00000643,U002261,孕期囤货,待产包,705.5,二线城市,2010-11-24
O00000644,U004616,孕期囤货,纸尿裤,692.18,一线城市,2010-02-26
O00000645,U003539,3-6岁,洗护用品,134.5,一线城市,2010-08-23
O00000646,U005093,1-3岁,玩具,241.85,一线城市,2010-12-06
O00000647,U001922,3-6月,服饰,105.08,三线及以下,2010-09-01
O00000648,U000200,0-3月,玩具,131.6,二线城市,2010-08-27
O00000649,U000565,1-3岁,服饰,172.54,一线城市,2010-11-20
O00000650,U005978,3-6月,奶粉,307.0,一线城市,2010-08-14
O00000651,U002244,1-3岁,纸尿裤,308.04,三线及以下,2010-09-23
O00000652,U005806,3-6月,奶粉,209.03,三线及以下,2010-12-07
O00000653,U000560,6-12月,玩具,241.36,一线城市,2010-04-27
O00000654,U001022,0-3月,奶粉,514.0,二线城市,2010-05-02
O00000655,U000926,3-6岁,玩具,129.02,二线城市,2010-05-09
O00000656,U000393,6-12月,玩具,150.26,二线城市,2010-12-08
O00000657,U003533,6-12月,服饰,211.38,一线城市,2010-04-16
O00000658,U002347,1-3岁,洗护用品,74.74,二线城市,2010-02-06
O00000659,U001758,6-12月,玩具,139.22,三线及以下,2010-02-19
O00000660,U000216,6-12月,纸尿裤,533.03,二线城市,2010-12-06
O00000661,U003733,1-3岁,辅食,126.07,三线及以下,2010-10-08
O00000662,U001448,3-6月,服饰,120.16,二线城市,2010-07-02
O00000663,U004882,3-6岁,服饰,89.84,三线及以下,2010-07-10
O00000664,U002737,孕期囤货,营养品,456.57,二线城市,2010-10-15
O00000665,U003119,0-3月,洗护用品,131.48,二线城市,2010-10-14
O00000666,U004249,3-6月,玩具,211.85,一线城市,2010-04-10
O00000667,U003695,孕期囤货,安全座椅,1771.44,三线及以下,2010-04-18
O00000668,U000752,0-3月,服饰,155.56,一线城市,2010-04-19
O00000669,U005724,6-12月,玩具,276.58,一线城市,2010-02-28
O00000670,U000147,孕期囤货,奶粉,1665.41,一线城市,2010-05-13
O00000671,U000873,0-3月,奶粉,182.34,三线及以下,2010-06-12
